Mod:Item:MetaData, Localized Name
immersiveengineering:wooden_device1:4, Крепление из обработанного дерева
immersiveengineering:hemp, Промышленная конопля
immersiveengineering:cloth_device:0, Спасательная подушка
immersiveengineering:cloth_device:1, Воздушный шар
immersiveengineering:cloth_device:2, Занавес
immersiveengineering:fake_light, tile.immersiveengineering.fake_light.name
immersiveengineering:sheetmetal:0, Медный листовой металл
immersiveengineering:sheetmetal:1, Алюминиевый листовой металл
immersiveengineering:sheetmetal:2, Свинцовый листовой металл
immersiveengineering:sheetmetal:3, Серебряный листовой металл
immersiveengineering:sheetmetal:4, Никелевый листовой металл
immersiveengineering:sheetmetal:5, Урановый листовой металл
immersiveengineering:sheetmetal:6, Константановый листовой металл
immersiveengineering:sheetmetal:7, Электрумовый листовой металл
immersiveengineering:sheetmetal:8, Стальной листовой металл
immersiveengineering:sheetmetal:9, Железный листовой металл
immersiveengineering:sheetmetal:10, Золотой листовой металл
immersiveengineering:sheetmetal_slab:0, Плита из листовой меди
immersiveengineering:sheetmetal_slab:1, Плита из листового алюминия
immersiveengineering:sheetmetal_slab:2, Плита из листового свинца
immersiveengineering:sheetmetal_slab:3, Плита из листового серебра
immersiveengineering:sheetmetal_slab:4, Плита из листового никеля
immersiveengineering:sheetmetal_slab:5, Плита из листового урана
immersiveengineering:sheetmetal_slab:6, Плита из листового константана
immersiveengineering:sheetmetal_slab:7, Плита из листового электрума
immersiveengineering:sheetmetal_slab:8, Плита из листовой стали
immersiveengineering:sheetmetal_slab:9, Плита из листового железа
immersiveengineering:sheetmetal_slab:10, Плита из листового золота
immersiveengineering:metal_decoration0:0, Блок медного провода
immersiveengineering:metal_decoration0:1, Блок электрумового провода
immersiveengineering:metal_decoration0:2, Блок высоковольтного провода
immersiveengineering:metal_decoration0:3, Краснокаменный инженерный блок
immersiveengineering:metal_decoration0:4, Лёгкий инженерный блок
immersiveengineering:metal_decoration0:5, Тяжёлый инженерный блок
immersiveengineering:metal_decoration0:6, Блок генератора
immersiveengineering:metal_decoration0:7, Блок радиатора
immersiveengineering:metal_decoration1:0, Стальной забор
immersiveengineering:metal_decoration1:1, Стальные леса
immersiveengineering:metal_decoration1:2, Стальные леса
immersiveengineering:metal_decoration1:3, Стальные леса
immersiveengineering:metal_decoration1:4, Алюминиевый забор
immersiveengineering:metal_decoration1:5, Алюминиевые леса
immersiveengineering:metal_decoration1:6, Алюминиевые леса
immersiveengineering:metal_decoration1:7, Алюминиевые леса
immersiveengineering:metal_decoration2:0, Стальной столб
immersiveengineering:metal_decoration2:1, Стальной крепёж
immersiveengineering:metal_decoration2:2, Алюминиевый столб
immersiveengineering:metal_decoration2:3, Алюминиевый крепёж
immersiveengineering:metal_decoration2:4, Фонарь
immersiveengineering:metal_decoration2:5, Колючая проволока
immersiveengineering:metal_decoration2:7, Стальная опора
immersiveengineering:metal_decoration2:8, Алюминиевая опора
immersiveengineering:metal_decoration1_slab:1, Плита из стальных лесов
immersiveengineering:metal_decoration1_slab:2, Плита из стальных лесов
immersiveengineering:metal_decoration1_slab:3, Плита из стальных лесов
immersiveengineering:metal_decoration1_slab:5, Плита из алюминиевых лесов
immersiveengineering:metal_decoration1_slab:6, Плита из алюминиевых лесов
immersiveengineering:metal_decoration1_slab:7, Плита из алюминиевых лесов
immersiveengineering:steel_scaffolding_stairs0, Ступени из стальных лесов
immersiveengineering:steel_scaffolding_stairs1, Ступени из стальных лесов
immersiveengineering:steel_scaffolding_stairs2, Ступени из стальных лесов
immersiveengineering:aluminum_scaffolding_stairs0, Ступени из алюминиевых лесов
immersiveengineering:aluminum_scaffolding_stairs1, Ступени из алюминиевых лесов
immersiveengineering:aluminum_scaffolding_stairs2, Ступени из алюминиевых лесов
immersiveengineering:metal_ladder:0, Металлическая лестница
immersiveengineering:metal_ladder:1, Лестница покрытая лесами
immersiveengineering:metal_ladder:2, Лестница покрытая лесами
immersiveengineering:connector:0, Низковольтный коннектор
immersiveengineering:connector:1, Низковольтное реле
immersiveengineering:connector:2, Средневольтный коннектор
immersiveengineering:connector:3, Средневольтное реле
immersiveengineering:connector:4, Высоковольтный коннектор
immersiveengineering:connector:5, Высоковольтное реле
immersiveengineering:connector:6, Строительный коннектор
immersiveengineering:connector:7, Трансформатор
immersiveengineering:connector:8, Высоковольтный трансформатор
immersiveengineering:connector:9, Рубильник
immersiveengineering:connector:10, Краснокаменный рубильник
immersiveengineering:connector:11, Трансформатор тока
immersiveengineering:connector:12, Краснокаменный коннектор
immersiveengineering:connector:13, Коннектор краснокаменного зонда
immersiveengineering:metal_device0:0, Низковольтный конденсатор
immersiveengineering:metal_device0:1, Средневольтный конденсатор
immersiveengineering:metal_device0:2, Высоковольтный конденсатор
immersiveengineering:metal_device0:3, Конденсатор для творческого режима
immersiveengineering:metal_device0:4, Металлическая бочка
immersiveengineering:metal_device0:5, Насос
immersiveengineering:metal_device0:6, Слив
immersiveengineering:metal_device1:0, Воздухонагреватель доменной печи
immersiveengineering:metal_device1:1, Внешний нагреватель
immersiveengineering:metal_device1:2, Кинетический генератор
immersiveengineering:metal_device1:3, Термоэлектрогенератор
immersiveengineering:metal_device1:4, Электрический фонарь
immersiveengineering:metal_device1:5, Зарядная станция
immersiveengineering:metal_device1:6, Труба для жидкостей
immersiveengineering:metal_device1:7, Буровая установка
immersiveengineering:metal_device1:8, Катушка Тесла
immersiveengineering:metal_device1:9, Прожектор
immersiveengineering:metal_device1:10, Жидкостная турель
immersiveengineering:metal_device1:11, Оружейная турель
immersiveengineering:metal_device1:13, Садовая теплица
immersiveengineering:conveyor, tile.immersiveengineering.conveyor.name
